	TRIAGE	TRIAGE	TRIAGE	TRIAGE	GM	GM	GM	GM	A	P	P	
181	1	2	3	4	5	6	 	 	 	10	 	
182	1	2	3	4	5	6	 	 	 	10	 	
183	1	2	3	4	5	6	 	 	 	10	 	
184	1	2	3	4	5	6	 	 	 	10	 	
185	1	2	3	4	5	6	 	 	 	10	 	
186	1	2	3	4	5	6	 	 	 	10	 	
187	1	2	3	4	5	6	 	 	 	10	 	
188	1	2	3	4	5	6	 	 	 	10	 	
189	1	2	3	4	5	6	 	 	 	10	 	
190	1	2	3	4	5	6	 	 	 	10	 	
191	1	2	3	4	5	6	 	 	 	10	 	
192	1	2	3	4	5	6	 	 	 	10	 	
193	1	2	3	4	5	6	 	 	 	10	 	
194	1	2	3	4	5	6	 	 	 	10	 	
195	1	2	3	4	5	6	 	 	 	10	 	
196	1	2	3	4	5	6	 	 	 	10	 	
197	1	2	3	4	5	6	 	 	 	10	 	
198	1	2	3	4	5	6	 	 	 	10	 	
199	1	2	3	4	5	6	 	 	 	10	 	
200	1	2	3	4	5	6	 	 	 	10	 	
201	1	2	3	4	5	6	 	 	 	10	 	
202	1	2	3	4	5	6	 	 	 	10	 	
203	1	2	3	4	5	6	 	 	 	10	 	
204	1	2	3	4	5	6	 	 	 	10	 	
205	1	2	3	4	5	6	 	 	 	10	 	
206	1	2	3	4	5	6	 	 	 	10	 	
207	1	2	3	4	5	6	 	 	 	10	 	
208	1	2	3	4	5	6	 	 	 	10	 	
209	1	2	3	4	5	6	 	 	 	10	 	
210	1	2	3	4	5	6	7	 	 	10	 	
211	1	2	3	4	5	6	7	 	 	10	 	
212	1	2	3	4	5	6	7	 	 	10	 	
213	1	2	3	4	5	6	7	 	 	10	 	
214	1	2	3	4	5	6	7	 	 	10	 	
215	1	2	3	4	5	6	7	 	 	10	 	
216	1	2	3	4	5	6	7	 	 	10	 	
217	1	2	3	4	5	6	7	 	 	10	 	
218	1	2	3	4	5	6	7	 	 	10	 	
219	1	2	3	4	5	6	 	 	 	10	 	
220	1	2	3	4	5	6	 	 	 	10	 	
221	1	2	3	4	5	6	 	 	 	10	 	
222	1	2	3	4	5	6	 	 	 	10	 	
223	1	2	3	4	5	6	 	 	 	10	 	
224	1	2	3	4	5	6	7	 	 	10	 	
225	1	2	3	4	5	6	7	 	 	10	 	
226	1	2	3	4	5	6	7	 	 	10	 	
227	1	2	3	4	5	6	7	 	 	10	 	
228	1	2	3	4	5	6	7	 	 	10	 	
229	1	2	3	4	5	6	7	 	 	10	 	
230	1	2	3	4	5	6	 	 	 	10	 	
231	1	2	3	4	5	6	7	8	 	10	 	
232	1	2	3	4	5	6	7	8	 	10	 	
233	1	2	3	4	5	6	7	8	 	10	 	
234	1	2	3	4	5	6	7	8	 	10	 	
235	1	2	3	4	5	6	7	8	 	10	 	
236	1	2	3	4	5	6	7	8	 	10	 	
237	1	2	3	4	5	6	7	8	 	10	 	
238	1	2	3	4	5	6	7	8	 	10	 	
239	1	2	3	4	5	6	7	8	 	10	 	
240	1	2	3	4	5	6	7	 	 	10	 	
241	1	2	3	4	5	6	7	 	 	10	 	
242	1	2	3	4	5	6	7	 	 	10	 	
243	1	2	3	4	5	6	7	 	 	10	 	
244	1	2	3	4	5	6	7	 	 	10	 	
245	1	2	3	4	5	6	7	 	 	10	 	
246	1	2	3	4	5	6	 	 	 	10	 	
247	1	2	3	4	5	6	 	 	 	10	 	
248	1	2	3	4	5	6	 	 	 	10	 	
249	1	2	3	4	5	6	 	 	 	10	 	
250	1	2	3	4	5	6	 	 	 	10	 	
251	1	2	3	4	5	6	 	 	 	10	 	
252	1	2	3	4	5	6	7	 	 	10	 	
253	1	2	3	4	5	6	7	8	 	10	 	
254	1	2	3	4	5	6	7	8	 	10	 	
255	1	2	3	4	5	6	7	8	 	10	 	
256	1	2	3	4	5	6	7	8	 	10	 	
257	1	2	3	4	5	6	7	8	 	10	 	
258	1	2	3	4	5	6	7	8	 	10	 	
259	1	2	3	4	5	6	7	8	 	10	 	
260	1	2	3	4	5	6	7	8	 	10	 	
261	1	2	3	4	5	6	7	8	 	10	 	
262	1	2	3	4	5	6	7	 	 	10	 	
263	1	2	3	4	5	6	7	 	 	10	 	
264	1	2	3	4	5	6	7	 	 	10	 	
265	1	2	3	4	5	6	7	 	 	10	 	
266	1	2	3	4	5	6	7	 	 	10	 	
267	1	2	3	4	5	6	7	 	 	10	 	
268	1	2	3	4	5	6	7	 	 	10	 	
269	1	2	3	4	5	6	7	 	 	10	 	
270	1	2	3	4	5	6	 	 	 	10	 	
271	1	2	3	4	5	6	 	 	 	10	 	
272	1	2	3	4	5	6	 	 	 	10	 	
273	1	2	3	4	5	6	7	 	 	10	 	
274	1	2	3	4	5	6	7	 	 	10	 	
275	1	2	3	4	5	6	7	8	 	10	 	
276	1	2	3	4	5	6	7	8	 	10	 	
277	1	2	3	4	5	6	7	8	 	10	 	
278	1	2	3	4	5	6	7	8	 	10	 	
279	1	2	3	4	5	6	7	8	 	10	 	
280	1	2	3	4	5	6	7	8	 	10	 	
281	1	2	3	4	5	6	7	8	 	10	 	
282	1	2	3	4	5	6	 	8	 	10	 	
283	1	2	3	4	5	6	 	8	 	10	 	
284	1	2	3	4	5	6	 	 	 	10	 	
285	1	2	3	4	5	6	 	 	 	10	 	
286	1	2	3	4	5	6	 	 	 	10	 	
287	1	2	3	4	5	6	 	 	 	10	 	
288	1	2	3	4	5	6	 	 	 	10	 	
289	1	2	3	4	5	6	 	 	 	10	 	
290	1	2	3	4	5	6	 	 	 	10	 	
291	1	2	3	4	5	6	 	 	 	10	 	
292	1	2	3	4	5	6	 	 	 	10	 	
293	1	2	3	4	5	6	 	 	 	10	 	
294	1	2	3	4	5	6	7	8	 	10	 	
295	1	2	3	4	5	6	7	8	 	10	 	
296	1	2	3	4	5	6	7	8	 	10	 	
297	1	2	3	4	5	6	7	8	 	10	 	
298	1	2	3	4	5	6	7	8	 	10	 	
299	1	2	3	4	5	6	7	8	 	10	 	
300	1	2	3	4	5	6	7	8	 	10	 	
301	1	2	3	4	5	6	7	8	 	10	 	
302	1	2	3	4	5	6	7	8	 	10	 	
303	1	2	3	4	5	6	7	 	 	10	 	
304	1	2	3	4	5	6	7	 	 	10	 	
305	1	2	3	4	5	6	7	8	 	10	 	
306	1	2	3	4	5	6	7	8	 	10	 	
307	1	2	3	4	5	6	7	8	 	10	 	
308	1	2	3	4	5	6	7	8	 	10	 	
309	1	2	3	4	5	6	7	8	 	10	 	
310	1	2	3	4	5	6	7	8	 	10	 	
311	1	2	3	4	5	6	7	8	 	10	 	
312	1	2	3	4	5	6	7	8	 	10	 	
313	1	2	3	4	5	6	7	8	 	10	 	
314	1	2	3	4	5	6	7	8	 	10	 	
315	1	2	3	4	5	 	7	8	 	10	 	
316	1	2	3	4	5	 	7	8	 	10	 	
317	1	2	3	4	5	 	7	8	 	10	 	
318	1	2	3	4	5	 	7	8	 	10	 	
319	1	2	3	4	5	 	7	8	 	10	 	
320	1	2	3	4	5	 	7	8	 	10	 	
321	1	2	3	4	5	6	 	8	 	10	 	
322	1	2	3	4	5	6	 	8	 	10	 	
323	1	2	3	4	5	6	7	 	 	10	 	
324	1	2	3	4	5	6	7	 	 	10	 	
325	1	2	3	4	5	6	7	 	 	10	 	
326	1	2	3	4	5	6	7	 	 	10	 	
327	1	2	3	4	5	6	7	 	 	10	 	
328	1	2	3	4	5	6	7	 	 	10	 	
329	1	2	3	4	5	6	7	 	 	10	 	
330	1	2	3	4	5	6	7	 	 	10	 	
331	1	2	3	4	5	6	7	 	 	10	 	
332	1	2	3	4	5	6	7	 	 	10	 	
333	1	2	3	4	5	6	7	 	 	10	 	
334	1	2	3	4	5	6	7	 	 	10	 	
335	1	2	3	4	5	6	7	 	 	10	 	
336	1	2	3	4	5	6	7	 	 	10	 	
337	1	2	3	4	5	6	7	 	 	10	 	
338	1	2	3	4	5	6	7	 	 	10	 	
339	1	2	3	4	5	6	7	 	 	10	 	
340	1	2	3	4	5	6	7	 	 	10	 	
341	1	2	3	4	5	6	7	 	 	10	 	
342	1	2	3	4	5	6	7	 	 	10	 	
343	1	2	3	4	5	6	7	 	 	10	 	
344	1	2	3	4	5	6	7	 	 	10	 	
345	1	2	3	4	5	6	7	 	 	10	 	
346	1	2	3	4	5	6	7	 	 	10	 	
347	1	2	3	4	5	6	7	 	 	10	 	
348	1	2	3	4	5	6	7	 	 	10	 	
349	1	2	3	4	5	6	7	 	 	10	 	
350	1	2	3	4	5	6	7	 	 	10	 	
351	1	2	3	4	5	6	7	 	 	10	 	
352	1	2	3	4	5	6	7	 	 	10	 	
353	1	2	3	4	5	6	7	 	 	10	 	
354	1	2	3	4	5	6	7	 	 	10	 	
355	1	2	3	4	5	6	7	 	 	10	 	
356	1	2	3	4	5	6	7	 	 	10	 	
357	1	2	3	4	5	6	7	 	 	10	 	
358	1	2	3	4	5	6	7	 	 	10	 	
359	1	2	3	4	5	6	 	 	 	10	 	
360	1	2	3	4	 	6	 	 	 	10	 	
361	1	2	3	4	 	6	 	 	 	10	 	
362	1	2	3	4	 	6	 	 	 	10	 	
363	1	2	3	4	 	6	 	 	 	10	 	
364	1	2	3	4	 	6	 	 	 	10	 	
365	1	2	3	4	 	6	 	 	 	10	 	
366	1	2	3	4	 	 	 	 	 	10	 	
367	1	2	3	4	 	 	 	 	 	10	 	
368	1	2	3	4	 	 	 	 	 	10	 	
369	1	2	3	4	 	 	 	 	 	10	 	
370	1	2	3	4	 	 	 	 	 	10	 	
371	1	2	3	4	 	 	 	 	 	10	 	
372	1	2	3	4	 	 	 	 	 	10	 	
373	1	2	3	4	 	 	 	 	 	10	 	
374	1	2	3	4	 	 	 	 	 	10	 	
375	1	2	3	4	 	 	 	 	 	10	 	
376	1	2	3	4	 	 	 	 	 	10	 	
377	1	2	3	4	 	 	 	 	 	10	 	
378	1	2	3	4	5	6	 	 	 	10	 	
379	1	2	3	4	5	6	 	 	 	10	 	
380	1	2	3	4	5	6	 	 	 	10	 	
381	1	2	3	4	5	6	 	 	 	10	 	
382	1	2	3	4	5	6	 	 	 	10	 	
383	1	2	3	4	5	6	 	 	 	10	 	
384	1	2	3	4	5	6	 	 	 	10	 	
385	1	2	3	4	5	6	 	 	 	10	 	
386	1	2	3	4	5	6	 	 	 	10	 	
387	1	2	3	4	5	6	 	 	 	 	 	
388	1	2	3	4	5	6	 	 	 	 	 	
389	1	2	3	4	5	6	 	 	 	 	 	
390	1	2	3	4	5	6	 	 	 	 	 	
391	1	2	3	4	5	6	 	 	 	 	 	
392	1	2	3	4	5	6	 	 	 	 	 	
393	1	2	3	4	5	6	 	 	 	 	 	
394	1	2	3	4	5	6	 	 	 	 	 	
395	1	2	3	4	5	6	 	 	 	 	 	
396	1	2	3	4	5	6	 	 	 	 	 	
397	1	2	3	4	5	6	 	 	 	 	 	
398	1	2	3	4	5	6	 	 	 	 	 	
399	1	2	3	 	5	6	 	 	 	 	 	
400	1	2	3	 	5	6	 	 	 	 	 	
401	1	2	3	 	5	6	 	 	 	 	 	
402	1	2	3	 	5	6	 	 	 	 	 	
403	1	2	3	 	5	6	 	 	 	 	 	
404	1	2	3	 	5	6	 	 	 	 	 	
405	1	2	3	 	5	6	 	 	 	 	 	
406	1	2	3	 	5	6	 	 	 	 	 	
407	1	2	3	 	5	6	 	 	 	 	 	
408	1	2	3	 	5	6	 	 	 	 	 	
409	1	2	3	 	5	6	 	 	 	 	 	
410	1	2	3	 	5	6	 	 	 	 	 	
411	1	2	3	 	5	6	 	 	 	 	 	
412	1	2	3	 	5	6	 	 	 	 	 	
413	1	2	3	 	5	6	 	 	 	 	 	
414	1	2	3	 	5	6	 	 	 	 	 	
415	1	2	3	 	5	6	 	 	 	 	 	
416	1	2	3	 	5	6	 	 	 	 	 	
417	1	2	3	 	5	6	 	 	 	 	 	
418	1	2	3	 	5	6	 	 	 	 	 	
419	1	2	3	 	5	6	 	 	 	 	 	
420	1	2	3	 	5	6	 	 	 	 	 	
421	1	2	3	 	5	6	 	 	 	 	 	
422	1	2	3	 	5	6	 	 	 	 	 	
423	1	2	3	 	 	 	 	 	 	 	 	
424	1	2	3	 	 	 	 	 	 	 	 	
425	1	2	3	 	 	 	 	 	 	 	 	
426	1	2	3	 	 	 	 	 	 	 	 	
427	1	2	 	 	5	 	 	 	 	 	 	
428	1	2	 	 	5	 	 	 	 	 	 	
429	1	2	 	 	5	 	 	 	 	 	 	
430	1	2	 	 	5	 	 	 	 	 	 	
431	1	2	 	 	5	 	 	 	 	 	 	
432	1	2	 	 	5	 	 	 	 	 	 	
433	1	2	 	 	5	 	 	 	 	 	 	
434	1	2	 	 	5	 	 	 	 	 	 	
435	1	2	 	 	5	 	 	 	 	 	 	
436	1	2	 	 	5	 	 	 	 	 	 	
437	1	2	 	 	5	 	 	 	 	 	 	
438	1	2	 	 	5	 	 	 	 	 	 	
439	1	2	 	 	5	 	 	 	 	 	 	
440	1	2	 	 	5	 	 	 	 	 	 	
441	 	2	 	 	5	6	 	 	 	 	 	
442	 	2	 	 	5	6	 	 	 	 	 	
443	 	2	 	 	5	6	 	 	 	 	 	
444	 	2	 	 	5	6	 	 	 	 	 	
445	 	2	 	 	 	6	 	 	 	 	 	
446	 	2	 	 	 	6	 	 	 	 	 	
447	 	2	 	 	 	6	 	 	 	 	 	
448	 	2	 	 	 	6	 	 	 	 	 	
449	 	2	 	 	 	6	 	 	 	 	 	
450	 	2	 	 	5	 	 	 	 	 	 	
451	 	2	 	 	5	 	 	 	 	 	 	
452	 	2	 	 	5	 	 	 	 	 	 	
453	 	2	 	 	5	 	 	 	 	 	 	
454	 	2	 	 	5	 	 	 	 	 	 	
455	 	2	 	 	5	 	 	 	 	 	 	
456	 	2	 	 	5	 	 	 	 	 	 	
457	 	2	 	 	5	 	 	 	 	 	 	
458	 	2	 	 	5	 	 	 	 	 	 	
459	 	2	 	 	5	 	 	 	 	 	 	
460	 	2	 	 	5	 	 	 	 	 	 	
461	 	2	 	 	5	 	 	 	 	 	 	
462	 	 	 	 	5	6	 	 	 	 	 	
463	 	 	 	 	5	6	 	 	 	 	 	
464	 	 	 	 	5	6	 	 	 	 	 	
465	 	 	 	 	5	6	 	 	 	 	 	
466	 	 	 	 	5	6	 	 	 	 	 	
467	 	 	 	 	5	6	 	 	 	 	 	
468	 	 	 	 	 	6	 	 	 	 	 	
469	 	 	 	 	 	6	 	 	 	 	 	
470	 	 	 	 	 	6	 	 	 	 	 	
471	 	 	 	 	5	 	 	 	 	 	 	
472	 	 	 	 	5	 	 	 	 	 	 	
473	 	 	 	 	5	 	 	 	 	 	 	
474	 	 	 	 	5	 	 	 	 	 	 	
475	 	 	 	 	5	 	 	 	 	 	 	
476	 	 	 	 	5	 	 	 	 	 	 	
477	 	 	 	 	5	 	 	 	 	 	 	
478	 	 	 	 	5	 	 	 	 	 	 	
479	 	 	 	 	5	 	 	 	 	 	 	
